gene	score	logfoldchange	pval	pval_adj	pct_within	pct_outside	cluster
Tpm3	3.1367564	0.87406874	0.0017082796248605039	0.09141064656952438	0.4393939393939394	0.32564589111078673	CD8+ T cells
Eno1	3.136691	1.6775045	0.0017086605909864513	0.09141064656952438	0.25	0.09560648080572179	CD8+ T cells
Leprotl1	3.1341848	1.9693141	0.001723323335957733	0.0919051586619723	0.22727272727272727	0.07254415413808203	CD8+ T cells
Gzmb	3.1130877	4.6390896	0.0018514095631113477	0.097813254768864	0.16666666666666666	0.00919573784848927	CD8+ T cells
Gimap9	3.0750782	2.8656285	0.002104472570861909	0.1094777617461568	0.1893939393939394	0.03663698730112392	CD8+ T cells
Rpl7a	3.0698695	1.8392556	0.00214152322334121	0.11106450258300787	0.23484848484848486	0.08436724565756824	CD8+ T cells
Ppp1r12a	3.0236	1.7302029	0.0024978643985471304	0.12797970493945857	0.23484848484848486	0.08626477886439936	CD8+ T cells
Gm4955	3.0123324	3.7044153	0.0025924860882619665	0.13242762521335752	0.16666666666666666	0.014012552911983653	CD8+ T cells
Gzma	3.0017402	5.211189	0.002684411128523738	0.1358953084436838	0.1590909090909091	0.007298204641658152	CD8+ T cells
Orc5	2.979074	1.4404017	0.002891208479824329	0.14549556263899346	0.2878787878787879	0.15545175886731863	CD8+ T cells
Il18r1	2.973778	2.0007117	0.00294157745402427	0.1475923433218864	0.22727272727272727	0.0849511020289009	CD8+ T cells
Tpt1	2.9583695	1.375919	0.00309271222077993	0.154717718443088	0.2803030303030303	0.1453802364618304	CD8+ T cells
Lef1	2.9007888	3.2297697	0.0037222480232903324	0.1824439428525455	0.16666666666666666	0.019559188439643847	CD8+ T cells
Klre1	2.8929427	5.424189	0.0038165091105540534	0.18652500866249622	0.15151515151515152	0.004962779156327543	CD8+ T cells
Sh3bgrl3	2.8841379	0.85376847	0.003924869989695572	0.19017677187213486	0.3939393939393939	0.26404904393519196	CD8+ T cells
Dapl1	2.8707342	3.7031267	0.004095196743814548	0.19786450592122767	0.1590909090909091	0.013428696540651	CD8+ T cells
Prrc2c	2.861014	1.0699377	0.004222884912587366	0.20287791850586157	0.3181818181818182	0.1887315720332798	CD8+ T cells
Arl4c	2.8544538	2.5817566	0.0043110898144587	0.2059486539814228	0.18181818181818182	0.03897241278645453	CD8+ T cells
Il2rb	2.849027	3.5731573	0.004385315541104983	0.2089060850044927	0.1590909090909091	0.014742373376149467	CD8+ T cells
Rps13	2.836844	1.8079402	0.004556187252106985	0.2164380381189982	0.2196969696969697	0.08203182017223763	CD8+ T cells
Eif3h	2.780767	1.462298	0.005423064104227668	0.2540600666950194	0.25757575757575757	0.13297328857101154	CD8+ T cells
Psme2	2.7709596	1.3889624	0.00558913700609623	0.2611189379790247	0.25757575757575757	0.12582104802218655	CD8+ T cells
Cdkn1b	2.7089982	1.5111654	0.006748672247943574	0.3127069198165986	0.23484848484848486	0.10684571595387535	CD8+ T cells
Gm5239	2.6914318	1.9512694	0.0071146033382505506	0.3276361121554526	0.19696969696969696	0.06378630856809225	CD8+ T cells
Tpm3-rs7	2.671381	1.0817124	0.007553984822351879	0.34253483583493455	0.3181818181818182	0.2046416581520946	CD8+ T cells
Fkbp3	2.6697683	1.5043317	0.007590362023519677	0.3432665321516539	0.23484848484848486	0.1062618595825427	CD8+ T cells
Tubb5	2.6417189	1.40202	0.00824864942504807	0.369099856462771	0.24242424242424243	0.1153116333381988	CD8+ T cells
Srpk1	2.6324127	2.3480303	0.00847808183454534	0.37836786797909056	0.18181818181818182	0.05327689388410451	CD8+ T cells
H2-T22	2.6251116	2.2295737	0.008662058596462366	0.3845545857000138	0.17424242424242425	0.04174573055028463	CD8+ T cells
Cd47	2.6238039	0.7171925	0.008695383891947805	0.3850261499309212	0.36363636363636365	0.23033133849073129	CD8+ T cells
Ankrd11	2.6199462	1.29955	0.008794362109918007	0.38839475787005073	0.24242424242424243	0.11458181287403299	CD8+ T cells
Bcl11b	2.6180937	2.6264634	0.008842250833961207	0.38903258206851427	0.1590909090909091	0.02598160852430302	CD8+ T cells
Gtf2i	2.6176143	1.8669934	0.008854683452942184	0.38903258206851427	0.19696969696969696	0.06874908772441979	CD8+ T cells
Gimap8	2.6065862	2.493846	0.00914497712906098	0.39886573729938324	0.16666666666666666	0.03590716683695811	CD8+ T cells
Rpl27a	2.6027942	1.3543152	0.009246747002257449	0.4020912369520105	0.24242424242424243	0.11677127426653043	CD8+ T cells
Macf1	2.6014647	1.3037232	0.00928266349359718	0.40262069101768433	0.2727272727272727	0.15807911253831558	CD8+ T cells
Sp110	2.5949044	2.052566	0.00946171972551707	0.4082984855599084	0.18181818181818182	0.05196321704860604	CD8+ T cells
Klf6	2.592943	0.9595534	0.009515853115519574	0.4094386325337465	0.30303030303030304	0.1801196905561232	CD8+ T cells
Apobec3	2.5913303	1.4603271	0.009560569519627549	0.4094386325337465	0.21212121212121213	0.08101007152240548	CD8+ T cells
Lpin1	2.5801933	2.42125	0.009874501977280703	0.42181783131663336	0.16666666666666666	0.037366807765289736	CD8+ T cells
Rab8a	2.5745704	1.827672	0.010036466824571722	0.4265875711225861	0.19696969696969696	0.0715224054882499	CD8+ T cells
Cd48	2.5565681	1.8140359	0.010571034397877025	0.44484906291215004	0.19696969696969696	0.07181433367391622	CD8+ T cells
Ccnd3	2.5504658	1.691973	0.010757908386395315	0.4504774526540201	0.20454545454545456	0.07984235877974018	CD8+ T cells
Nap1l4	2.549398	1.8001727	0.010790911612020936	0.45074647790212574	0.20454545454545456	0.08319953291490294	CD8+ T cells
Cd7	2.545344	3.455432	0.010917009924905149	0.45489329561785363	0.14393939393939395	0.015180265654648957	CD8+ T cells
Fam107b	2.510996	2.1108277	0.012039100786368153	0.4943610417336986	0.17424242424242425	0.04889797109910962	CD8+ T cells
Rps3a3	2.4949992	1.7551628	0.012595745687169722	0.5098120551520556	0.19696969696969696	0.07560940008757845	CD8+ T cells
Fnbp1	2.4824238	1.8642135	0.01304920028856671	0.5240037921277124	0.1893939393939394	0.06801926726025398	CD8+ T cells
H2afz	2.481857	1.6169664	0.013069968988149204	0.5240037921277124	0.21212121212121213	0.09297912713472485	CD8+ T cells
Fam189b	2.4389875	3.0369997	0.014728477006069763	0.5795365233084389	0.14393939393939395	0.020872865275142316	CD8+ T cells
Psme1	2.4368954	0.9540085	0.014813969696173686	0.5815511853643739	0.2878787878787879	0.17501094730696248	CD8+ T cells
Il18rap	2.4270878	3.5094085	0.015220572496078935	0.5920313966995474	0.13636363636363635	0.013428696540651	CD8+ T cells
Rpl10a	2.4235353	2.1205535	0.015370259371550291	0.5964856491581725	0.17424242424242425	0.05561231936943512	CD8+ T cells
Fyn	2.4224238	2.459225	0.015417359316656476	0.5969474809387606	0.15151515151515152	0.028608962195299955	CD8+ T cells
Stk17b	2.419983	1.535899	0.015521240549155867	0.5991349615035997	0.19696969696969696	0.0761932564589111	CD8+ T cells
Rnf125	2.399736	3.4951072	0.016406907300302274	0.6309404555687671	0.13636363636363635	0.01532622974748212	CD8+ T cells
Ddx5	2.3894706	0.5446771	0.01687267051598522	0.6459223911525809	0.5	0.4454824113268136	CD8+ T cells
Naca	2.387117	0.7552662	0.016981091277691204	0.6486088445458674	0.3560606060606061	0.262297474821194	CD8+ T cells
Crlf3	2.3731902	1.7159072	0.017635176401668815	0.6690714912659987	0.18181818181818182	0.06378630856809225	CD8+ T cells
Rpl36-ps3	2.361661	2.0224948	0.018193267766455485	0.6871706638113999	0.17424242424242425	0.05955334987593052	CD8+ T cells
Gbp7	2.3513958	1.5734221	0.01870312245012505	0.7048583414037127	0.17424242424242425	0.05400671434827033	CD8+ T cells
Samhd1	2.338232	1.1081057	0.01937521176008876	0.7285681069608543	0.22727272727272727	0.10874324916070646	CD8+ T cells
Slfn1	2.3364232	3.094978	0.01946919832987945	0.7295925647881042	0.13636363636363635	0.01809954751131222	CD8+ T cells
Trbv13-1	2.3360527	5.722817	0.019488497661950068	0.7295925647881042	0.12121212121212122	0.0027733177638300977	CD8+ T cells
Eomes	2.3259838	3.8155582	0.020019423158587814	0.7478180558292749	0.12878787878787878	0.01109327105532039	CD8+ T cells
Cotl1	2.3185954	1.0916913	0.020416987477511046	0.7576623427376583	0.24242424242424243	0.13078382717851408	CD8+ T cells
Cd27	2.3162415	2.9155498	0.020545083348841947	0.7581893420670394	0.13636363636363635	0.018975332068311195	CD8+ T cells
Txk	2.3159363	3.912777	0.020561739575401146	0.7581893420670394	0.12878787878787878	0.01196905561231937	CD8+ T cells
Klrb1c	2.312907	5.4468017	0.020727751981796265	0.7625204899333684	0.12121212121212122	0.004086994599328565	CD8+ T cells
Eef2	2.309202	0.65096927	0.02093237623164497	0.768381317126552	0.4015151515151515	0.31703400963363015	CD8+ T cells
Hmha1	2.30517	1.353173	0.021157053731796053	0.7749513482452036	0.20454545454545456	0.09151948620639323	CD8+ T cells
Gltscr2	2.2944689	0.99124	0.02176357551034148	0.790339351348782	0.2727272727272727	0.16216610713764415	CD8+ T cells
Lsm4	2.2844653	1.5404116	0.022344196874942584	0.8096906726541694	0.19696969696969696	0.08553495840023355	CD8+ T cells
Arpc2	2.280368	0.5870116	0.022585871634450378	0.8149655256354127	0.4393939393939394	0.3440373668077653	CD8+ T cells
Capzb	2.2740476	0.9030989	0.022963122749172712	0.8268186808985564	0.2878787878787879	0.18333090059845278	CD8+ T cells
Ubb	2.2686207	0.40405977	0.023291393684247208	0.8354254651746528	0.6287878787878788	0.5588965114581813	CD8+ T cells
H2-Q4	2.2684684	1.7468945	0.02330068076110683	0.8354254651746528	0.16666666666666666	0.05181725295577288	CD8+ T cells
Psmb10	2.2595544	1.4448792	0.02384892236535438	0.8496930134328675	0.1893939393939394	0.07692307692307693	CD8+ T cells
Emg1	2.2467828	1.6871934	0.0246539076356277	0.8722850118740298	0.17424242424242425	0.062472631732593785	CD8+ T cells
Eif3e	2.246238	1.2556715	0.02468876736243495	0.8722850118740298	0.22727272727272727	0.12333965844402277	CD8+ T cells
H2-Q6	2.2398958	1.3987383	0.025097686042251578	0.8794042512201332	0.1893939393939394	0.07677711283024376	CD8+ T cells
Pik3ip1	2.2284102	2.3151805	0.025853173759914652	0.903306293338861	0.14393939393939395	0.03109035177346373	CD8+ T cells
Prf1	2.2264924	4.0480237	0.025981224780975823	0.903306293338861	0.12121212121212122	0.008319953291490293	CD8+ T cells
Gpr183	2.226318	2.2748058	0.025992892927021886	0.903306293338861	0.14393939393939395	0.030944387680630566	CD8+ T cells
Evl	2.217731	1.780925	0.026573182696353382	0.9197032762193	0.16666666666666666	0.05605021164793461	CD8+ T cells
Stk38	2.215704	1.417543	0.026711775863843042	0.9201080688343077	0.20454545454545456	0.09896365494088455	CD8+ T cells
mt-Co1	2.2043493	0.4107379	0.027499795438743608	0.9421596582740461	0.6136363636363636	0.5848781199824843	CD8+ T cells
Pyhin1	2.2013633	2.116025	0.02771031010849425	0.9469202094438023	0.15151515151515152	0.041015910086118816	CD8+ T cells
Ifi203	2.197375	1.3992181	0.027993675494833867	0.9507047713282174	0.1893939393939394	0.07911253831557437	CD8+ T cells
Acp5	2.1961763	1.7909356	0.028079326646496768	0.9507047713282174	0.1590909090909091	0.04802218654211064	CD8+ T cells
Tsc22d3	2.196089	0.8522119	0.028085564622645023	0.9507047713282174	0.2803030303030303	0.17413516274996352	CD8+ T cells
Rapgef6	2.1932995	1.6964496	0.028285811477693584	0.9536760971177047	0.17424242424242425	0.06612173405342286	CD8+ T cells
Apbb1ip	2.1877637	1.1156234	0.02868682122931875	0.9614620577628789	0.22727272727272727	0.1192526638446942	CD8+ T cells
Ddx21	2.175733	1.2927699	0.029575218050682802	0.9834629861206463	0.19696969696969696	0.08743249160706466	CD8+ T cells
Tbc1d10c	2.1714396	1.8110756	0.029897952063965384	0.9903112676812285	0.15151515151515152	0.04014012552911984	CD8+ T cells
Arhgap30	2.1558132	1.0698977	0.03109826141150048	0.9999650132107032	0.2196969696969697	0.11210042329586922	CD8+ T cells
Smc4	2.1551592	1.2017795	0.031149372320994732	0.9999650132107032	0.20454545454545456	0.09648226536272077	CD8+ T cells
Cdk2ap2	2.1547887	1.0430293	0.031178367156427703	0.9999650132107032	0.26515151515151514	0.17355130637863087	CD8+ T cells
F2r	2.146725	2.9988742	0.03181519304128482	0.9999650132107032	0.12878787878787878	0.020726901182309153	CD8+ T cells
Snrpf	2.1385303	1.2798445	0.03247373863510172	0.9999650132107032	0.21212121212121213	0.11210042329586922	CD8+ T cells
Klrc1	2.13707	4.610338	0.03259230339291151	0.9999650132107032	0.11363636363636363	0.005400671434827032	CD8+ T cells
Hnrnpf	2.132384	1.0661234	0.03297527941863957	0.9999650132107032	0.24242424242424243	0.14654794920449568	CD8+ T cells
Abracl	2.1171281	1.4541038	0.034248979038283146	0.9999650132107032	0.1893939393939394	0.08860020434972997	CD8+ T cells
Cox7b	2.10549	0.9692088	0.035248687234139056	0.9999650132107032	0.2803030303030303	0.19325645891110788	CD8+ T cells
Sri	2.1051412	1.1083431	0.03527902134633614	0.9999650132107032	0.23484848484848486	0.14085534958400234	CD8+ T cells
Samd9l	2.0801213	1.8506328	0.03751441570118545	0.9999650132107032	0.1590909090909091	0.05663406801926726	CD8+ T cells
Dok2	2.0734303	3.2349997	0.03813224733842599	0.9999650132107032	0.12121212121212122	0.016931834768646913	CD8+ T cells
Zcchc11	2.071251	1.8243665	0.03833535453268808	0.9999650132107032	0.1590909090909091	0.05678003211210042	CD8+ T cells
Cdkn2d	2.066696	1.9846433	0.03876281957939822	0.9999650132107032	0.14393939393939395	0.039994161436286674	CD8+ T cells
Ppp2r5c	2.0620754	1.3418981	0.039200551186143615	0.9999650132107032	0.18181818181818182	0.0794044665012407	CD8+ T cells
Gm10123	2.0421772	0.8152488	0.04113395718521753	0.9999650132107032	0.2878787878787879	0.20113851992409867	CD8+ T cells
Gng2	2.0369465	2.0703487	0.04165539868504986	0.9999650132107032	0.14393939393939395	0.042767479200116774	CD8+ T cells
Cd69	2.0321953	2.0874424	0.04213388107324963	0.9999650132107032	0.13636363636363635	0.033279813165961174	CD8+ T cells
Zyx	2.0249596	1.6621962	0.04287150882929118	0.9999650132107032	0.16666666666666666	0.06728944679608816	CD8+ T cells
Ms4a4c	2.023238	2.1223361	0.04304862772338338	0.9999650132107032	0.13636363636363635	0.03400963363012699	CD8+ T cells
Uqcrh	2.019293	0.76830876	0.04345676469219212	0.9999650132107032	0.3181818181818182	0.241716537731718	CD8+ T cells
Psmb1	2.0191188	0.8448842	0.04347487907321964	0.9999650132107032	0.30303030303030304	0.2227412056634068	CD8+ T cells
Gab3	2.0056934	3.2891002	0.04488896929287118	0.9999650132107032	0.11363636363636363	0.011823091519486207	CD8+ T cells
Gm10263	1.9902194	1.296775	0.046566772863440624	0.9999650132107032	0.19696969696969696	0.1034885418187126	CD8+ T cells
Atp8b4	1.9881271	2.7786655	0.04679763125104309	0.9999650132107032	0.12121212121212122	0.02101882936797548	CD8+ T cells
Pitpnc1	1.9874297	1.6079789	0.04687479774295707	0.9999650132107032	0.14393939393939395	0.041891694643117795	CD8+ T cells
Sugt1	1.9862528	1.5247746	0.04700525896043065	0.9999650132107032	0.17424242424242425	0.07765289738724274	CD8+ T cells
Dnajc9	1.9762274	2.101944	0.04812902790486338	0.9999650132107032	0.14393939393939395	0.04656254561377901	CD8+ T cells
Klrg1	1.9707134	4.2166224	0.04875666448885458	0.9999650132107032	0.10606060606060606	0.006130491898992848	CD8+ T cells
Pim2	1.9704301	3.4076898	0.048789099347448794	0.9999650132107032	0.11363636363636363	0.014304481097649977	CD8+ T cells
Txnip	1.9662673	0.8869159	0.049267734215240735	0.9999650132107032	0.2727272727272727	0.1896073565902788	CD8+ T cells
Ppp1r18	1.9579855	1.5499569	0.050231713890675524	0.9999650132107032	0.1590909090909091	0.06145088308276164	CD8+ T cells
1700025G04Rik	1.9538882	2.6621377	0.05071444528707661	0.9999650132107032	0.12121212121212122	0.022770398481973434	CD8+ T cells
Mif	1.9529946	1.3844216	0.05082023639258312	0.9999650132107032	0.20454545454545456	0.11837687928769523	CD8+ T cells
Racgap1	1.9512292	3.3082376	0.05102978169138979	0.9999650132107032	0.11363636363636363	0.015472193840315283	CD8+ T cells
Arl6ip5	1.9372809	1.7233673	0.05271102315635041	0.9999650132107032	0.15151515151515152	0.054882498905269306	CD8+ T cells
Snrnp70	1.9359514	1.065068	0.052873655805873714	0.9999650132107032	0.23484848484848486	0.14975915924682529	CD8+ T cells
Zfp36l2	1.9351232	1.2736931	0.052975179765595314	0.9999650132107032	0.17424242424242425	0.07867464603707489	CD8+ T cells
Sub1	1.9205427	0.8715491	0.05478937820923816	0.9999650132107032	0.29545454545454547	0.22376295431323895	CD8+ T cells
Junb	1.9078584	0.7080419	0.056409517242959804	0.9999650132107032	0.2878787878787879	0.19646766895343745	CD8+ T cells
Zap70	1.9044367	2.87267	0.05685333264212166	0.9999650132107032	0.11363636363636363	0.017369727047146403	CD8+ T cells
mt-Nd5	1.9031944	0.45959482	0.05701518029360285	0.9999650132107032	0.4772727272727273	0.4151218800175157	CD8+ T cells
Klra7	1.8995329	5.2561793	0.0574944360399099	0.9999650132107032	0.09848484848484848	0.0020434972996642826	CD8+ T cells
Klra9	1.8930165	5.560823	0.05835568203039663	0.9999650132107032	0.09848484848484848	0.0024813895781637717	CD8+ T cells
Rpl13-ps3	1.8878512	1.7465253	0.05904593205404072	0.9999650132107032	0.15151515151515152	0.05955334987593052	CD8+ T cells
A430104N18Rik	1.867408	1.2949909	0.06184462652133989	0.9999650132107032	0.1590909090909091	0.06466209312509123	CD8+ T cells
Smc1a	1.8521302	1.2908169	0.06400713054176327	0.9999650132107032	0.19696969696969696	0.11239235148153555	CD8+ T cells
Atp11b	1.84897	2.3334002	0.06446214437008917	0.9999650132107032	0.12121212121212122	0.028171069916800465	CD8+ T cells
Mycbp2	1.8486649	1.286384	0.064506217718659	0.9999650132107032	0.17424242424242425	0.08319953291490294	CD8+ T cells
Rsl1d1	1.8456572	1.5125421	0.06494198723607936	0.9999650132107032	0.16666666666666666	0.07911253831557437	CD8+ T cells
Rpl38	1.8438919	0.8342297	0.06519889412530784	0.9999650132107032	0.24242424242424243	0.1555977229601518	CD8+ T cells
Myl12a	1.837833	0.5916891	0.06608700651165877	0.9999650132107032	0.3712121212121212	0.3091519486206393	CD8+ T cells
Dhx9	1.8374625	1.9202206	0.06614163740240128	0.9999650132107032	0.14393939393939395	0.05459057071960298	CD8+ T cells
Ahnak	1.837092	0.86850977	0.06619630549786905	0.9999650132107032	0.26515151515151514	0.1863961465479492	CD8+ T cells
Srgn	1.8303359	0.6237641	0.06719974038440243	0.9999650132107032	0.29545454545454547	0.2025981608524303	CD8+ T cells
Grap2	1.829682	3.1191385	0.06729750786781696	0.9999650132107032	0.10606060606060606	0.013428696540651	CD8+ T cells
Cmah	1.8256936	1.6886694	0.06789642740762729	0.9999650132107032	0.13636363636363635	0.04364326375711575	CD8+ T cells
Ugcg	1.8165617	2.242384	0.0692842437904984	0.9999650132107032	0.12121212121212122	0.029922639030798424	CD8+ T cells
Emp3	1.815581	1.0684357	0.06943466897311691	0.9999650132107032	0.20454545454545456	0.11939862793752737	CD8+ T cells
Nop56	1.8098055	1.5321116	0.07032595507167554	0.9999650132107032	0.14393939393939395	0.05269303751277186	CD8+ T cells
Rpl36al	1.8082145	0.7253975	0.0705731215157587	0.9999650132107032	0.3181818181818182	0.25572909064370164	CD8+ T cells
Trim12a	1.7991481	1.8772734	0.07199526540196292	0.9999650132107032	0.12878787878787878	0.038242592322288715	CD8+ T cells
Ltb	1.7976006	2.1131656	0.07224031627780875	0.9999650132107032	0.12121212121212122	0.03021456721646475	CD8+ T cells
Cyld	1.7939827	2.1110137	0.07281591799340763	0.9999650132107032	0.12878787878787878	0.039994161436286674	CD8+ T cells
Hnrnpdl	1.7926097	1.3424249	0.07303534948249343	0.9999650132107032	0.18181818181818182	0.09867172675521822	CD8+ T cells
Armc7	1.7908008	2.9404328	0.07332526742337715	0.9999650132107032	0.10606060606060606	0.015618157933148446	CD8+ T cells
Gimap5	1.7831074	2.0832121	0.07456882541268081	0.9999650132107032	0.12121212121212122	0.03109035177346373	CD8+ T cells
Cap1	1.7826279	1.1858433	0.07464689455293638	0.9999650132107032	0.1893939393939394	0.10713764413954167	CD8+ T cells
